timestamp	price	volume	symbol
2024-10-18 23:12:57.731604	104.8039934729534	4500	FAKE
2024-10-18 23:13:57.731604	200.8968945156851	2187	FAKE
2024-10-18 23:14:57.731604	301.2852024950658	4411	FAKE
2024-10-18 23:15:57.731604	405.619005197589	8253	FAKE
2024-10-18 23:16:57.731604	500.478141308209	5224	FAKE
2024-10-18 23:17:57.731604	602.0631145101955	2906	FAKE
2024-10-18 23:18:57.731604	701.1035487861183	2514	FAKE
2024-10-18 23:19:57.731604	798.5350658809563	3549	FAKE
2024-10-18 23:20:57.731604	893.300011990053	9409	FAKE
2024-10-18 23:21:57.731604	983.532488991857	8439	FAKE
2024-10-18 23:22:57.731604	1092.118283653931	6905	FAKE
2024-10-18 23:23:57.731604	1198.5028032747302	9334	FAKE
2024-10-18 23:24:57.731604	1302.0836480010569	2667	FAKE
2024-10-18 23:25:57.731604	1407.0009095673097	2866	FAKE
2024-10-18 23:26:57.731604	1503.1207942277106	8773	FAKE
2024-10-18 23:27:57.731604	1603.737390040646	7227	FAKE
2024-10-18 23:28:57.731604	1704.7175939298402	8190	FAKE
2024-10-18 23:29:57.731604	1804.8119135536144	2498	FAKE
2024-10-18 23:30:57.731604	1894.390801002879	1890	FAKE
2024-10-18 23:31:57.731604	1994.3307710650552	2349	FAKE
2024-10-18 23:32:57.731604	2087.7703986758966	5581	FAKE
2024-10-18 23:33:57.731604	2190.8385673076154	3407	FAKE
2024-10-18 23:34:57.731604	2293.227711955213	2636	FAKE
2024-10-18 23:35:57.731604	2395.951155501625	6848	FAKE
2024-10-18 23:36:57.731604	2487.730095719863	3603	FAKE
2024-10-18 23:37:57.731604	2584.064613567919	4552	FAKE
2024-10-18 23:38:57.731604	2685.3542295247375	7467	FAKE
2024-10-18 23:39:57.731604	2784.9284150465874	2302	FAKE
2024-10-18 23:40:57.731604	2885.8209516935467	7547	FAKE
2024-10-18 23:41:57.731604	2989.1750083630627	8916	FAKE
2024-10-18 23:42:57.731604	3082.5977061504627	3297	FAKE
2024-10-18 23:43:57.731604	3173.4904387352353	1422	FAKE
2024-10-18 23:44:57.731604	3264.209067683628	3609	FAKE
2024-10-18 23:45:57.731604	3363.8158076793407	3444	FAKE
2024-10-18 23:46:57.731604	3455.7341788046324	2749	FAKE
2024-10-18 23:47:57.731604	3548.3297089050766	8861	FAKE
2024-10-18 23:48:57.731604	3650.822508761923	1565	FAKE
2024-10-18 23:49:57.731604	3754.1214636698874	4482	FAKE
2024-10-18 23:50:57.731604	3855.542973986751	4698	FAKE
2024-10-18 23:51:57.731604	3954.201127874593	6690	FAKE
2024-10-18 23:52:57.731604	4056.3668063846967	2619	FAKE
2024-10-18 23:53:57.731604	4159.4868055405495	6317	FAKE
2024-10-18 23:54:57.731604	4265.054288264814	9359	FAKE
2024-10-18 23:55:57.731604	4367.162976892376	8271	FAKE
2024-10-18 23:56:57.731604	4463.924353938649	9458	FAKE
2024-10-18 23:57:57.731604	4561.070757931683	5424	FAKE
2024-10-18 23:58:57.731604	4670.112990791307	1911	FAKE
2024-10-18 23:59:57.731604	4768.139816034535	9049	FAKE
2024-10-19 00:00:57.731604	4861.850722358466	5374	FAKE
2024-10-19 00:01:57.731604	4961.410431763165	8679	FAKE
2024-10-19 00:02:57.731604	5054.268487905608	3325	FAKE
2024-10-19 00:03:57.731604	5158.720850506933	2442	FAKE
2024-10-19 00:04:57.731604	5261.2601134527085	5437	FAKE
2024-10-19 00:05:57.731604	5368.713984195226	8905	FAKE
2024-10-19 00:06:57.731604	5472.162612346976	9577	FAKE
2024-10-19 00:07:57.731604	5571.586125539794	1011	FAKE
2024-10-19 00:08:57.731604	5672.9936482196035	3158	FAKE
2024-10-19 00:09:57.731604	5775.71392656448	9142	FAKE
2024-10-19 00:10:57.731604	5879.691988354916	6724	FAKE
2024-10-19 00:11:57.731604	5982.665056728691	9893	FAKE
2024-10-19 00:12:57.731604	6080.474955412539	5393	FAKE
2024-10-19 00:13:57.731604	6183.890191653331	2705	FAKE
2024-10-19 00:14:57.731604	6275.528791986019	5737	FAKE
2024-10-19 00:15:57.731604	6377.462776733393	8878	FAKE
2024-10-19 00:16:57.731604	6473.0011195541	4066	FAKE
2024-10-19 00:17:57.731604	6568.490654969251	1885	FAKE
2024-10-19 00:18:57.731604	6669.9938837045465	6488	FAKE
2024-10-19 00:19:57.731604	6768.934959377691	9830	FAKE
2024-10-19 00:20:57.731604	6876.447867417699	4107	FAKE
2024-10-19 00:21:57.731604	6969.9207391399295	3478	FAKE
2024-10-19 00:22:57.731604	7070.383208086096	8694	FAKE
2024-10-19 00:23:57.731604	7165.3373067725415	7439	FAKE
2024-10-19 00:24:57.731604	7266.245887446667	9685	FAKE
2024-10-19 00:25:57.731604	7372.185516884225	2877	FAKE
2024-10-19 00:26:57.731604	7474.0979882852735	9510	FAKE
2024-10-19 00:27:57.731604	7573.009296852456	1111	FAKE
2024-10-19 00:28:57.731604	7676.3409468082655	1128	FAKE
2024-10-19 00:29:57.731604	7773.725306563231	5262	FAKE
2024-10-19 00:30:57.731604	7877.326531395076	3380	FAKE
2024-10-19 00:31:57.731604	7983.692614286903	4398	FAKE
2024-10-19 00:32:57.731604	8087.098121416876	6453	FAKE
2024-10-19 00:33:57.731604	8184.307491281645	6667	FAKE
2024-10-19 00:34:57.731604	8280.822809293402	3808	FAKE
2024-10-19 00:35:57.731604	8381.190642581636	8942	FAKE
2024-10-19 00:36:57.731604	8486.445496057038	7168	FAKE
2024-10-19 00:37:57.731604	8587.337946069592	8330	FAKE
2024-10-19 00:38:57.731604	8690.71403807475	1032	FAKE
2024-10-19 00:39:57.731604	8781.41345902019	9475	FAKE
2024-10-19 00:40:57.731604	8871.299515934572	6378	FAKE
2024-10-19 00:41:57.731604	8976.291981746243	3214	FAKE
2024-10-19 00:42:57.731604	9065.59491793478	3186	FAKE
2024-10-19 00:43:57.731604	9173.999059229109	9826	FAKE
2024-10-19 00:44:57.731604	9278.560024224793	2824	FAKE
2024-10-19 00:45:57.731604	9370.675513438926	1041	FAKE
2024-10-19 00:46:57.731604	9472.03385913394	5018	FAKE
2024-10-19 00:47:57.731604	9584.026595412828	3954	FAKE
2024-10-19 00:48:57.731604	9679.518456906682	9887	FAKE
2024-10-19 00:49:57.731604	9776.754949155073	2097	FAKE
2024-10-19 00:50:57.731604	9871.403537703807	3885	FAKE
2024-10-19 00:51:57.731604	9971.748296003849	6571	FAKE
2024-10-19 00:52:57.731604	10068.011321918344	7056	FAKE
2024-10-19 00:53:57.731604	10166.722790299096	1663	FAKE
2024-10-19 00:54:57.731604	10273.577055665291	8372	FAKE
2024-10-19 00:55:57.731604	10366.163391859158	9846	FAKE
2024-10-19 00:56:57.731604	10464.228768058882	2503	FAKE
2024-10-19 00:57:57.731604	10550.684272169716	8125	FAKE
2024-10-19 00:58:57.731604	10650.522464310321	6110	FAKE
2024-10-19 00:59:57.731604	10756.6612765135	4786	FAKE
2024-10-19 01:00:57.731604	10857.85024822846	2222	FAKE
2024-10-19 01:01:57.731604	10968.523911855675	6581	FAKE
2024-10-19 01:02:57.731604	11066.472181853072	5324	FAKE
2024-10-19 01:03:57.731604	11167.536458213712	3652	FAKE
2024-10-19 01:04:57.731604	11271.107252608586	8378	FAKE
2024-10-19 01:05:57.731604	11363.211314923361	6667	FAKE
2024-10-19 01:06:57.731604	11466.908624881862	4915	FAKE
2024-10-19 01:07:57.731604	11566.243322927485	9678	FAKE
2024-10-19 01:08:57.731604	11670.493786955394	7552	FAKE
2024-10-19 01:09:57.731604	11771.880573611903	6135	FAKE
2024-10-19 01:10:57.731604	11869.459809553922	2943	FAKE
2024-10-19 01:11:57.731604	11964.732788241168	8497	FAKE
2024-10-19 01:12:57.731604	12063.616594372272	3245	FAKE
2024-10-19 01:13:57.731604	12161.265481800017	2639	FAKE
2024-10-19 01:14:57.731604	12265.521351565056	2554	FAKE
2024-10-19 01:15:57.731604	12369.67706269164	5845	FAKE
2024-10-19 01:16:57.731604	12466.767446928065	3184	FAKE
2024-10-19 01:17:57.731604	12566.053576423732	4596	FAKE
2024-10-19 01:18:57.731604	12670.431474289388	8602	FAKE
2024-10-19 01:19:57.731604	12767.500929449887	3570	FAKE
2024-10-19 01:20:57.731604	12869.238744968607	4183	FAKE
2024-10-19 01:21:57.731604	12968.428730915755	3487	FAKE
2024-10-19 01:22:57.731604	13070.64221722868	4438	FAKE
2024-10-19 01:23:57.731604	13176.671586202465	6999	FAKE
2024-10-19 01:24:57.731604	13274.986651360123	1675	FAKE
2024-10-19 01:25:57.731604	13380.50526505571	5610	FAKE
2024-10-19 01:26:57.731604	13485.904100121426	2730	FAKE
2024-10-19 01:27:57.731604	13585.579005546451	7725	FAKE
2024-10-19 01:28:57.731604	13681.27570701042	9226	FAKE
2024-10-19 01:29:57.731604	13779.393714074407	7343	FAKE
2024-10-19 01:30:57.731604	13874.410367487046	9506	FAKE
2024-10-19 01:31:57.731604	13970.766229103518	1055	FAKE
2024-10-19 01:32:57.731604	14080.024772840647	9151	FAKE
2024-10-19 01:33:57.731604	14174.57139095062	8827	FAKE
2024-10-19 01:34:57.731604	14278.749327909665	6536	FAKE
2024-10-19 01:35:57.731604	14374.359344762008	4784	FAKE
2024-10-19 01:36:57.731604	14472.670373788358	1294	FAKE
2024-10-19 01:37:57.731604	14572.382135702563	4553	FAKE
2024-10-19 01:38:57.731604	14671.013395654198	2560	FAKE
2024-10-19 01:39:57.731604	14768.458539315101	4682	FAKE
2024-10-19 01:40:57.731604	14867.574312792492	8194	FAKE
2024-10-19 01:41:57.731604	14964.485277715497	4993	FAKE
2024-10-19 01:42:57.731604	15066.28181814933	8652	FAKE
2024-10-19 01:43:57.731604	15162.742047170485	2647	FAKE
2024-10-19 01:44:57.731604	15259.434014345003	1531	FAKE
2024-10-19 01:45:57.731604	15355.238176478393	6491	FAKE
2024-10-19 01:46:57.731604	15449.675652834621	6742	FAKE
2024-10-19 01:47:57.731604	15555.50645106441	8392	FAKE
2024-10-19 01:48:57.731604	15655.266292369297	8872	FAKE
2024-10-19 01:49:57.731604	15753.357420470003	6842	FAKE
2024-10-19 01:50:57.731604	15860.295990355877	3881	FAKE
2024-10-19 01:51:57.731604	15963.42267404829	5263	FAKE
2024-10-19 01:52:57.731604	16065.289480221803	1475	FAKE
2024-10-19 01:53:57.731604	16159.899903846614	5901	FAKE
2024-10-19 01:54:57.731604	16264.561372769109	4094	FAKE
2024-10-19 01:55:57.731604	16364.80122365419	2815	FAKE
2024-10-19 01:56:57.731604	16464.744652057936	5370	FAKE
2024-10-19 01:57:57.731604	16557.493439820686	6199	FAKE
2024-10-19 01:58:57.731604	16658.30994450826	4207	FAKE
2024-10-19 01:59:57.731604	16757.844200242856	8954	FAKE
2024-10-19 02:00:57.731604	16855.96765519962	5213	FAKE
2024-10-19 02:01:57.731604	16953.66494660503	7833	FAKE
2024-10-19 02:02:57.731604	17056.262176749915	3550	FAKE
2024-10-19 02:03:57.731604	17162.64679019885	7960	FAKE
2024-10-19 02:04:57.731604	17264.135453056628	4744	FAKE
2024-10-19 02:05:57.731604	17371.899276188513	2965	FAKE
2024-10-19 02:06:57.731604	17472.49698120043	9035	FAKE
2024-10-19 02:07:57.731604	17567.177820169512	6120	FAKE
2024-10-19 02:08:57.731604	17665.66241703939	5587	FAKE
2024-10-19 02:09:57.731604	17761.33506711572	4836	FAKE
2024-10-19 02:10:57.731604	17868.16738857353	2848	FAKE
2024-10-19 02:11:57.731604	17975.70045807161	4336	FAKE
2024-10-19 02:12:57.731604	18070.25986679942	4609	FAKE
2024-10-19 02:13:57.731604	18170.501524380397	7913	FAKE
2024-10-19 02:14:57.731604	18259.739867112512	3964	FAKE
2024-10-19 02:15:57.731604	18351.950860441742	6554	FAKE
2024-10-19 02:16:57.731604	18453.869977338858	8791	FAKE
2024-10-19 02:17:57.731604	18551.72350507342	3952	FAKE
2024-10-19 02:18:57.731604	18646.950413471775	8725	FAKE
2024-10-19 02:19:57.731604	18740.076727508218	1295	FAKE
2024-10-19 02:20:57.731604	18834.004839268466	7135	FAKE
2024-10-19 02:21:57.731604	18937.473242123764	3838	FAKE
2024-10-19 02:22:57.731604	19042.799884091044	1872	FAKE
2024-10-19 02:23:57.731604	19148.101616500393	8036	FAKE
2024-10-19 02:24:57.731604	19246.044254224267	8043	FAKE
2024-10-19 02:25:57.731604	19332.954842366184	4517	FAKE
2024-10-19 02:26:57.731604	19438.670285641016	2568	FAKE
2024-10-19 02:27:57.731604	19541.582559818813	9658	FAKE
2024-10-19 02:28:57.731604	19644.477764099727	5535	FAKE
2024-10-19 02:29:57.731604	19742.365994105232	8892	FAKE
2024-10-19 02:30:57.731604	19843.65628732935	4083	FAKE
2024-10-19 02:31:57.731604	19945.714718513587	4118	FAKE
2024-10-19 02:32:57.731604	20052.13391241426	5186	FAKE
2024-10-19 02:33:57.731604	20157.376838015713	6700	FAKE
2024-10-19 02:34:57.731604	20258.54015299461	4705	FAKE
2024-10-19 02:35:57.731604	20363.37310080602	5855	FAKE
2024-10-19 02:36:57.731604	20466.068471813578	6362	FAKE
2024-10-19 02:37:57.731604	20575.721480953704	6578	FAKE
2024-10-19 02:38:57.731604	20668.860375863507	2053	FAKE
2024-10-19 02:39:57.731604	20771.665784599172	8532	FAKE
2024-10-19 02:40:57.731604	20869.771188070783	3863	FAKE
2024-10-19 02:41:57.731604	20969.37895691853	3687	FAKE
2024-10-19 02:42:57.731604	21071.247908817517	7356	FAKE
2024-10-19 02:43:57.731604	21173.048613834155	6075	FAKE
2024-10-19 02:44:57.731604	21277.297920170808	3662	FAKE
2024-10-19 02:45:57.731604	21384.492703550688	5785	FAKE
2024-10-19 02:46:57.731604	21480.199692618873	3248	FAKE
2024-10-19 02:47:57.731604	21573.573800154714	2061	FAKE
2024-10-19 02:48:57.731604	21677.17186707229	3455	FAKE
2024-10-19 02:49:57.731604	21786.983955774864	2397	FAKE
2024-10-19 02:50:57.731604	21887.460136527327	6726	FAKE
2024-10-19 02:51:57.731604	21985.047716327503	7132	FAKE
2024-10-19 02:52:57.731604	22089.088154835863	7628	FAKE
2024-10-19 02:53:57.731604	22186.553981409987	7848	FAKE
2024-10-19 02:54:57.731604	22294.80434097107	4247	FAKE
2024-10-19 02:55:57.731604	22394.55884396701	8116	FAKE
2024-10-19 02:56:57.731604	22493.241619108438	4070	FAKE
2024-10-19 02:57:57.731604	22589.803876194066	6079	FAKE
2024-10-19 02:58:57.731604	22687.49849269998	2806	FAKE
2024-10-19 02:59:57.731604	22787.201237212375	5139	FAKE
2024-10-19 03:00:57.731604	22893.07993291512	3363	FAKE
2024-10-19 03:01:57.731604	22995.304080522597	7950	FAKE
2024-10-19 03:02:57.731604	23088.204629870368	1667	FAKE
2024-10-19 03:03:57.731604	23175.357686644194	1479	FAKE
2024-10-19 03:04:57.731604	23269.350352815036	8138	FAKE
2024-10-19 03:05:57.731604	23370.63421654112	7911	FAKE
2024-10-19 03:06:57.731604	23474.38567206214	6796	FAKE
2024-10-19 03:07:57.731604	23575.942240408614	5861	FAKE
2024-10-19 03:08:57.731604	23674.996798031923	5345	FAKE
2024-10-19 03:09:57.731604	23774.674553080087	8701	FAKE
2024-10-19 03:10:57.731604	23879.372435401398	3892	FAKE
2024-10-19 03:11:57.731604	23975.00081021086	4132	FAKE
2024-10-19 03:12:57.731604	24077.34993845483	5290	FAKE
2024-10-19 03:13:57.731604	24179.99493539354	8895	FAKE
2024-10-19 03:14:57.731604	24279.47378813083	7190	FAKE
2024-10-19 03:15:57.731604	24376.634820869902	5054	FAKE
2024-10-19 03:16:57.731604	24485.410843056918	7180	FAKE
2024-10-19 03:17:57.731604	24579.989002205293	2841	FAKE
2024-10-19 03:18:57.731604	24678.99756458311	8567	FAKE
2024-10-19 03:19:57.731604	24783.371617815177	1418	FAKE
